city,state,ward_id,population,households,organic_waste_tpd,animal_waste_tpd,total_waste_tpd,estimated_biogas_m3_day,estimated_methane_pct,electricity_potential_kwh_day,latitude,longitude,collection_efficiency_pct,digester_capacity_tpd,plant_utilization_pct,recommended_ai_cluster,co2_reduction_tonnes_year
Solapur,Maharashtra,26,4880,397,16.63,7.64,16.18,934.04,62.54,2079.53,17.660346,75.943934,89.79,45.7,80.98,7,2378.12
Solapur,Maharashtra,8,10211,2203,8.07,2.7,28.17,735.12,51.52,367.01,17.62424,75.886852,82.04,28.66,70.88,2,2124.55
Solapur,Maharashtra,50,10282,734,6.16,3.5,13.14,378.18,60.14,1733.92,17.617753,75.855397,94.75,40.62,89.73,7,223.97
Solapur,Maharashtra,28,2550,936,6.71,14.98,33.62,115.1,53.73,282.74,17.714102,75.926297,58.68,10.19,76.76,1,1084.57
Solapur,Maharashtra,28,5133,887,2.95,10.73,30.38,213.78,50.23,1731.21,17.739126,75.920351,64.63,46.74,50.79,1,2079.23
Solapur,Maharashtra,37,7842,643,11.29,6.41,32.19,776.98,52.5,2131.14,17.668742,75.909791,90.09,41.95,82.33,4,427.06
Solapur,Maharashtra,41,2459,1617,6.81,14.55,7.41,1126.55,59.1,1087.23,17.698917,75.898989,70.81,15.11,60.74,1,2052.63
Solapur,Maharashtra,36,7559,2279,11.76,4.81,8.2,311.32,60.64,1377.0,17.737169,75.853217,73.65,44.34,41.81,6,1471.36
Solapur,Maharashtra,27,10384,870,23.54,17.58,13.6,903.23,50.32,1093.62,17.613517,75.91246,89.43,16.85,56.07,7,2243.36
Solapur,Maharashtra,17,7155,910,12.19,6.53,22.17,1050.43,50.55,856.15,17.715572,75.891683,75.87,14.24,78.18,6,2117.37
Solapur,Maharashtra,9,5973,2027,22.25,6.4,30.68,663.39,63.54,2037.67,17.692523,75.906021,62.74,16.89,88.01,6,1663.64
Solapur,Maharashtra,33,4446,2590,16.12,5.96,33.95,829.58,51.1,789.21,17.689796,75.892932,90.68,45.95,53.81,2,1619.84
Solapur,Maharashtra,20,9225,2154,8.06,2.64,29.06,992.82,63.41,1848.92,17.643881,75.946606,56.24,46.2,52.33,2,606.01
Solapur,Maharashtra,13,2026,1259,10.51,2.44,37.36,371.96,53.42,634.56,17.702584,75.910411,90.82,19.8,68.18,3,386.2
Solapur,Maharashtra,28,4724,2379,4.39,11.84,30.33,412.52,61.1,737.16,17.71922,75.924924,57.02,36.74,80.58,7,1067.1
Solapur,Maharashtra,48,11945,2738,10.0,15.81,14.33,80.7,54.65,940.68,17.616929,75.943635,81.63,35.41,77.33,6,545.4
Solapur,Maharashtra,29,3375,2624,17.74,14.33,12.81,1158.67,62.88,1534.52,17.680028,75.90916,57.87,41.3,68.0,6,353.51
Solapur,Maharashtra,13,3263,831,4.12,2.97,28.76,1107.65,60.51,1217.89,17.61519,75.851206,83.25,18.34,71.57,1,809.3
Solapur,Maharashtra,46,10212,1477,7.12,10.05,10.14,936.32,56.03,1901.09,17.730886,75.853429,56.36,27.96,52.1,5,2081.92
Solapur,Maharashtra,35,7297,2730,11.08,2.35,6.43,168.57,51.14,651.88,17.676146,75.920234,88.7,35.05,61.63,7,159.1
Solapur,Maharashtra,6,10708,1391,24.6,1.29,22.69,581.2,60.99,175.08,17.721195,75.877909,73.64,6.18,52.77,5,787.21
Solapur,Maharashtra,18,8599,2201,20.16,11.99,33.4,194.12,59.25,1974.91,17.655213,75.907938,58.74,21.95,84.22,7,1086.84
Solapur,Maharashtra,51,6609,1183,19.0,9.87,6.75,97.83,50.04,2080.88,17.618762,75.870228,83.27,36.31,45.63,7,1284.1
Solapur,Maharashtra,5,8144,2561,5.11,1.94,32.3,770.12,50.14,289.78,17.606225,75.877025,74.57,16.37,73.99,4,534.0
Solapur,Maharashtra,47,1616,1978,20.07,1.11,33.03,1156.13,62.13,1585.63,17.642226,75.900464,62.64,48.1,53.01,3,2318.42
Solapur,Maharashtra,25,3933,2723,20.17,17.82,20.84,1091.21,53.89,1038.79,17.636635,75.947557,55.63,6.36,63.78,5,1439.83
Solapur,Maharashtra,2,6963,2560,16.02,1.03,5.12,860.37,59.54,2015.65,17.684053,75.911627,71.72,48.11,54.97,4,1310.41
Solapur,Maharashtra,10,2083,2426,24.78,8.28,9.46,188.24,56.81,2204.87,17.603261,75.943615,58.43,14.75,56.16,1,140.12
Solapur,Maharashtra,30,10086,2049,9.82,9.33,29.17,387.06,62.95,2149.86,17.678086,75.945938,58.77,7.2,53.02,3,1227.43
Solapur,Maharashtra,50,5288,1081,23.68,2.55,29.34,438.46,63.75,1976.43,17.658766,75.870811,65.69,18.16,77.64,3,2029.89
Solapur,Maharashtra,45,5667,2405,23.08,3.46,36.24,934.73,64.95,782.27,17.686568,75.881119,80.22,40.38,58.29,6,620.79
Solapur,Maharashtra,5,9965,1180,2.76,6.66,24.56,978.52,52.31,2057.94,17.705363,75.926999,76.2,38.86,76.32,7,920.75
Solapur,Maharashtra,33,11705,746,12.63,13.83,7.59,511.32,62.94,1403.67,17.695114,75.936676,57.76,14.4,62.8,7,166.9
Solapur,Maharashtra,1,2889,2413,24.48,9.37,7.49,548.03,53.99,273.98,17.747697,75.901923,93.74,13.86,67.36,2,2347.39
Solapur,Maharashtra,18,9857,2083,4.82,11.66,29.68,129.85,58.86,1223.81,17.62074,75.949323,90.49,33.92,67.16,7,271.97
Solapur,Maharashtra,32,11259,1577,14.83,17.74,9.8,403.83,57.59,2364.07,17.664461,75.851157,65.37,25.61,88.79,7,2167.94
Solapur,Maharashtra,47,7654,2291,24.53,13.94,15.15,585.44,50.27,2236.47,17.663725,75.879959,59.89,40.65,58.35,7,833.61
Solapur,Maharashtra,49,6920,1367,15.0,8.1,21.03,211.02,63.99,390.32,17.662558,75.912316,92.7,6.09,50.38,6,1459.63
Solapur,Maharashtra,11,10420,1877,6.77,8.31,3.92,587.66,51.17,1898.7,17.69957,75.896929,73.45,32.47,85.59,1,1668.84
Solapur,Maharashtra,21,3543,1311,15.6,11.33,12.21,1035.56,60.32,2043.61,17.673474,75.86166,67.45,37.88,48.74,7,441.09
Solapur,Maharashtra,26,5697,2574,7.1,12.14,18.09,731.08,61.78,787.76,17.677615,75.886779,74.61,49.7,81.72,6,1131.77
Solapur,Maharashtra,25,4996,1073,14.19,9.26,13.35,168.4,61.93,1258.28,17.664853,75.852545,85.91,35.55,47.51,3,862.06
Solapur,Maharashtra,22,2278,2114,4.17,11.79,8.05,294.67,52.03,1820.82,17.748755,75.914275,61.74,15.43,72.94,6,249.05
Solapur,Maharashtra,27,1713,2726,16.12,0.91,29.94,611.49,56.71,1181.75,17.739134,75.939274,85.7,9.87,47.53,7,2019.68
Solapur,Maharashtra,49,5262,1501,14.13,8.02,33.09,484.87,62.44,415.07,17.646159,75.938487,84.98,33.84,86.15,4,222.98
Solapur,Maharashtra,13,11268,1750,19.15,5.38,12.53,481.77,54.54,1808.82,17.616739,75.919954,76.57,28.54,68.25,6,1609.43
Solapur,Maharashtra,33,8231,606,16.69,2.76,31.65,672.78,57.02,2292.35,17.725965,75.896577,89.63,45.46,56.46,5,836.1
Solapur,Maharashtra,34,4617,1078,14.87,2.24,17.27,734.52,54.09,1683.34,17.749576,75.901203,60.29,37.7,47.02,1,558.05
Solapur,Maharashtra,41,7291,2615,18.02,11.06,21.75,972.48,56.95,1968.43,17.643891,75.863692,78.82,27.94,58.56,1,1640.96
Solapur,Maharashtra,35,10283,307,5.74,9.66,34.67,461.88,63.32,992.15,17.653668,75.884102,72.97,23.16,75.25,3,1429.95
Solapur,Maharashtra,1,4220,775,15.9,4.94,30.75,982.12,56.83,580.52,17.741245,75.868773,71.89,23.2,59.25,6,838.78
Solapur,Maharashtra,21,10405,1620,6.37,8.74,32.79,459.24,58.34,1660.52,17.706669,75.93212,65.1,15.18,52.3,3,1289.55
Solapur,Maharashtra,48,10627,2511,23.32,9.11,8.06,142.08,56.06,920.26,17.644346,75.941475,69.89,5.78,68.87,3,681.42
Solapur,Maharashtra,6,7547,784,4.04,3.91,5.58,700.69,56.9,2171.17,17.687157,75.903692,59.33,30.87,60.89,4,2089.23
Solapur,Maharashtra,28,9532,1204,12.18,11.91,36.06,738.45,50.23,438.18,17.741634,75.922776,65.06,14.56,48.29,2,835.51
Solapur,Maharashtra,17,1501,858,18.16,14.17,17.35,1126.69,54.26,1168.64,17.721772,75.862146,65.88,14.37,47.7,3,678.95
Solapur,Maharashtra,5,7868,2267,12.81,14.35,13.65,893.19,56.55,1082.31,17.711275,75.910853,83.83,10.64,75.37,2,1834.18
Solapur,Maharashtra,31,3449,2585,4.57,11.04,29.81,1107.91,59.51,2354.43,17.710549,75.920279,56.94,13.53,88.73,2,160.11
Solapur,Maharashtra,5,8232,1427,14.95,9.45,33.95,1097.35,56.75,509.87,17.626703,75.895277,81.05,6.43,51.65,1,731.07
Solapur,Maharashtra,38,9333,1533,16.94,1.57,34.91,757.12,55.07,173.14,17.723702,75.874327,63.86,35.34,78.66,5,975.9
Solapur,Maharashtra,3,2417,767,18.34,5.54,14.69,671.09,55.82,709.5,17.641418,75.937737,58.27,23.06,44.38,5,2131.5
Solapur,Maharashtra,23,4674,2733,10.9,2.13,34.53,704.33,53.63,2077.65,17.739555,75.924291,67.03,30.27,59.08,6,2287.01
Solapur,Maharashtra,37,11933,1147,15.18,17.37,4.51,1175.73,63.87,641.91,17.654696,75.939986,63.98,33.66,65.33,4,1753.57
Solapur,Maharashtra,37,8514,2734,12.64,2.86,4.84,945.95,57.83,716.06,17.728649,75.93184,77.08,48.76,53.44,4,1242.97
Solapur,Maharashtra,10,1589,558,17.62,3.16,26.07,199.02,50.2,455.26,17.639935,75.949037,69.3,8.07,66.48,5,1580.62
Solapur,Maharashtra,10,3209,582,15.63,16.07,5.33,951.84,50.29,1831.28,17.677179,75.869217,93.64,23.81,84.13,6,1063.92
Solapur,Maharashtra,19,11861,1949,14.33,17.02,15.01,271.0,64.59,312.56,17.616033,75.858675,93.54,16.07,87.22,7,801.32
Solapur,Maharashtra,17,4541,2198,8.11,13.9,27.89,581.03,53.32,928.34,17.699018,75.8837,72.75,26.45,45.03,5,2287.57
Solapur,Maharashtra,21,1605,339,2.55,0.59,15.48,315.71,62.08,813.87,17.725412,75.8629,86.8,46.42,53.59,6,383.09
Solapur,Maharashtra,14,10578,2567,6.42,0.52,9.65,852.33,50.87,1454.63,17.707767,75.902313,55.53,37.58,88.96,6,909.78
Solapur,Maharashtra,9,10119,1314,5.13,7.12,13.41,1062.59,63.82,1866.48,17.678489,75.913303,76.91,34.79,53.52,6,2169.92
Solapur,Maharashtra,46,3395,912,12.6,3.01,19.93,405.21,63.12,1402.26,17.606767,75.907829,84.73,24.86,74.64,6,1768.76
Solapur,Maharashtra,1,7590,2215,16.28,0.82,20.59,171.85,58.57,2337.91,17.740016,75.875924,63.68,35.2,52.67,1,186.35
Solapur,Maharashtra,51,10008,987,7.29,8.62,31.97,414.31,50.13,2385.89,17.705823,75.940882,57.45,6.46,57.82,1,172.67
Solapur,Maharashtra,45,7582,912,23.63,17.0,30.76,833.05,53.87,999.44,17.71188,75.852117,61.24,31.38,49.56,5,1297.65
Solapur,Maharashtra,13,2134,2607,2.65,6.17,19.9,448.21,56.1,1977.55,17.719202,75.884801,72.67,29.92,82.82,6,1224.1
Solapur,Maharashtra,4,3425,2713,19.88,12.07,34.29,391.49,56.9,1886.18,17.712162,75.921899,75.25,20.6,84.13,3,1130.02
Solapur,Maharashtra,1,3556,2081,16.57,11.91,7.23,286.57,54.47,2248.47,17.666167,75.926693,70.24,14.07,54.85,6,809.34
Solapur,Maharashtra,49,8417,2110,10.9,4.89,12.45,637.22,50.49,1202.67,17.710043,75.891612,72.6,41.34,81.18,3,2369.54
Solapur,Maharashtra,40,4644,1847,3.64,11.88,33.64,389.06,58.85,1396.61,17.693754,75.851691,73.81,7.42,57.91,1,740.13
Solapur,Maharashtra,32,11962,2230,16.62,4.22,16.99,898.73,57.86,1127.07,17.728102,75.911804,85.78,8.14,44.95,6,1237.29
Solapur,Maharashtra,34,11131,1452,11.18,2.64,39.3,165.82,54.25,2148.39,17.720369,75.856309,59.21,24.82,77.9,2,1043.16
Solapur,Maharashtra,28,2052,874,23.57,12.77,20.25,823.72,50.57,689.8,17.606206,75.860786,85.76,16.36,69.82,5,508.17
Solapur,Maharashtra,31,10407,2210,14.69,2.49,32.3,346.07,64.92,713.32,17.656833,75.915025,82.55,38.55,53.72,6,581.97
Solapur,Maharashtra,8,6883,1312,23.64,17.95,17.89,627.99,57.23,1025.62,17.605207,75.881249,84.67,33.54,52.65,4,2213.73
Solapur,Maharashtra,39,5411,969,7.46,3.71,18.72,400.42,61.34,691.31,17.615311,75.884803,84.38,39.76,88.78,3,2076.88
Solapur,Maharashtra,26,11405,568,18.83,10.9,17.17,889.5,56.78,1468.37,17.690212,75.898681,73.82,19.61,83.13,7,573.82
Solapur,Maharashtra,34,4889,1583,16.39,7.7,29.61,1138.74,50.65,466.05,17.731073,75.947858,63.46,38.32,80.49,7,2116.51
Solapur,Maharashtra,3,10799,1223,19.14,2.71,23.26,1107.13,54.64,902.44,17.617974,75.946544,76.47,43.8,46.4,6,596.94
Solapur,Maharashtra,50,9942,1425,7.33,0.99,37.92,733.44,54.8,2296.6,17.667663,75.891626,93.32,20.54,77.76,2,1548.53
Solapur,Maharashtra,12,3930,1829,17.46,11.4,12.28,598.12,62.58,1111.68,17.736632,75.87655,78.54,20.3,50.73,3,305.32
Solapur,Maharashtra,1,11746,2058,13.71,14.62,6.72,996.5,59.81,1908.35,17.722145,75.880259,55.44,45.5,88.87,2,2127.24
Solapur,Maharashtra,44,1958,1894,19.21,15.24,17.55,845.33,54.13,416.64,17.67795,75.876878,57.39,7.24,42.6,7,237.42
Solapur,Maharashtra,5,1707,546,9.86,8.95,25.82,285.59,64.52,731.78,17.715736,75.903225,94.71,20.76,57.61,5,1385.27
Solapur,Maharashtra,30,2399,1860,22.53,14.11,34.85,999.43,54.82,2047.26,17.678404,75.910686,57.88,10.34,61.43,7,1897.74
Solapur,Maharashtra,30,1521,2478,4.4,12.27,15.81,560.35,64.97,1943.03,17.623714,75.898878,56.84,6.3,81.21,5,386.38
Solapur,Maharashtra,17,10101,2700,20.66,13.17,27.19,291.66,64.94,1057.47,17.61871,75.890799,69.12,10.08,78.31,5,1042.22
Solapur,Maharashtra,48,2394,2543,21.88,9.12,15.96,395.61,52.87,2392.83,17.628255,75.871129,93.77,24.41,58.75,1,215.65
Solapur,Maharashtra,47,2014,2239,20.89,11.58,25.84,379.63,54.69,2290.01,17.652638,75.898251,67.75,35.91,68.28,7,1676.68
Solapur,Maharashtra,23,8794,1229,14.04,14.6,35.74,661.51,57.29,2411.41,17.739579,75.88411,71.4,18.02,81.78,7,820.99
Solapur,Maharashtra,15,6404,526,12.36,7.46,11.56,342.49,59.96,1155.6,17.719952,75.90416,80.36,43.24,40.91,2,1395.42
Solapur,Maharashtra,37,9367,564,24.92,14.6,17.96,218.39,57.92,614.06,17.66492,75.917519,55.96,24.69,80.11,6,2246.63
Solapur,Maharashtra,21,5609,1695,7.66,10.86,39.75,218.53,64.54,1622.65,17.673962,75.913331,90.91,48.57,87.34,4,817.36
Solapur,Maharashtra,14,8679,1757,14.8,3.4,35.14,733.27,60.86,1759.22,17.639841,75.896249,75.78,47.94,41.6,4,230.87
Solapur,Maharashtra,2,11826,945,17.59,0.93,23.89,902.93,53.18,444.79,17.705653,75.905605,73.67,39.8,42.28,5,1660.43
Solapur,Maharashtra,11,3060,2558,18.27,6.85,22.12,440.12,51.58,1998.24,17.720415,75.878486,89.43,46.96,57.23,4,1914.0
Solapur,Maharashtra,51,2766,1718,7.09,10.07,13.53,118.81,60.33,192.44,17.635836,75.852424,93.12,36.82,44.39,3,2303.94
Solapur,Maharashtra,39,11861,1773,17.21,15.2,22.14,222.49,52.38,1284.41,17.606273,75.912502,71.94,45.3,63.96,2,479.79
Solapur,Maharashtra,38,5138,1687,20.91,2.73,34.38,1104.46,61.82,927.89,17.693583,75.875257,61.9,15.64,76.44,2,1014.08
Solapur,Maharashtra,34,10441,2199,3.63,14.5,28.35,632.77,54.67,1889.71,17.684377,75.916895,87.63,20.54,68.34,2,2044.64
Solapur,Maharashtra,38,4927,1549,23.01,15.6,13.73,588.0,54.9,884.99,17.66032,75.924701,71.13,38.88,49.82,3,1959.67
Solapur,Maharashtra,50,6280,1281,3.16,3.14,10.45,122.62,50.16,2093.0,17.696584,75.941593,92.42,24.11,72.74,6,1544.53
Solapur,Maharashtra,34,3427,1454,10.51,15.4,12.81,896.07,60.52,1548.14,17.682592,75.945812,93.0,42.68,74.24,1,734.16
Solapur,Maharashtra,18,3856,887,2.86,17.85,9.28,671.44,51.7,2015.65,17.637587,75.851053,59.59,44.49,86.62,3,767.6
Solapur,Maharashtra,30,6290,775,4.24,13.22,6.54,306.33,61.59,2474.95,17.659659,75.949037,93.26,18.49,47.34,2,402.73
Solapur,Maharashtra,15,1806,2121,23.0,14.23,18.51,203.28,57.38,1746.02,17.664217,75.918302,69.73,42.06,74.62,2,2221.83
Solapur,Maharashtra,27,9479,1285,10.48,17.9,7.19,509.39,61.76,2464.63,17.732037,75.914352,80.85,11.94,85.57,7,514.28
Solapur,Maharashtra,51,5165,2503,12.06,11.1,9.36,1017.62,58.76,217.77,17.744136,75.851521,56.39,20.04,65.08,2,1426.18
Solapur,Maharashtra,34,11681,1541,7.35,5.89,23.25,1049.13,51.24,944.63,17.73395,75.936123,90.56,28.31,58.09,6,1452.32
Solapur,Maharashtra,38,8557,489,15.93,15.16,9.09,755.19,61.48,403.46,17.707877,75.864549,80.66,15.19,48.54,4,962.7
Solapur,Maharashtra,33,2161,1740,15.88,11.25,5.36,894.84,51.05,766.42,17.687749,75.933733,80.74,31.07,83.34,1,923.74
Solapur,Maharashtra,24,6144,1280,10.87,10.67,14.74,208.97,57.18,2121.39,17.703389,75.851556,91.09,31.04,59.71,3,1644.38
Solapur,Maharashtra,15,10003,1998,9.99,4.94,11.15,738.7,52.59,225.96,17.740866,75.914596,75.33,14.31,86.24,2,1005.32
Solapur,Maharashtra,30,4420,2015,22.41,13.74,22.07,827.0,61.29,1372.43,17.6375,75.89348,71.42,40.8,82.39,7,701.66
Solapur,Maharashtra,42,10774,340,11.12,1.93,6.79,304.8,63.67,1482.75,17.680268,75.870077,89.65,33.42,58.83,7,1030.02
Solapur,Maharashtra,51,10446,2654,13.6,16.68,30.82,1065.77,58.31,1468.71,17.703441,75.860756,84.7,19.3,68.7,5,1961.47
Solapur,Maharashtra,17,7736,1242,8.87,6.2,36.53,298.4,57.91,1266.95,17.701887,75.894013,92.96,15.45,41.36,1,2323.57
Solapur,Maharashtra,5,7578,637,20.2,2.74,30.51,431.09,61.46,2007.92,17.637842,75.862331,92.6,44.54,53.16,7,1569.97
Solapur,Maharashtra,29,1852,1637,11.44,8.24,22.71,775.02,50.08,463.83,17.68801,75.898645,70.29,42.61,75.51,5,1903.19
Solapur,Maharashtra,4,10594,1398,14.06,1.24,34.84,794.95,63.77,879.86,17.719387,75.912522,72.88,15.34,73.9,1,1334.84
Solapur,Maharashtra,10,8505,2626,8.2,12.48,28.71,863.31,52.96,1596.96,17.671262,75.932738,65.24,6.6,57.67,2,1544.6
Solapur,Maharashtra,17,1658,1195,24.72,16.3,3.39,205.45,64.76,1773.74,17.718995,75.917865,81.43,41.2,80.43,1,2372.84
Solapur,Maharashtra,10,11669,2620,9.06,15.15,17.58,1031.4,61.04,1099.75,17.653982,75.85652,69.58,32.7,51.79,1,1119.6
Solapur,Maharashtra,17,2456,1974,19.84,2.73,34.49,676.79,61.61,2207.12,17.740814,75.880743,86.44,9.54,63.06,2,271.06
Solapur,Maharashtra,20,3571,1230,12.12,2.71,15.8,607.88,59.84,1126.41,17.680089,75.878798,59.86,31.43,63.63,6,2301.98
Solapur,Maharashtra,24,10095,588,7.14,14.74,4.3,1178.83,57.07,1096.52,17.689392,75.941503,59.66,25.35,57.04,7,1928.18
Solapur,Maharashtra,5,11079,1023,20.49,16.67,30.61,909.22,58.57,235.09,17.604704,75.936778,63.18,39.85,87.73,5,1028.15
Solapur,Maharashtra,34,4953,2619,10.01,8.56,32.68,212.17,50.7,1445.18,17.62554,75.887015,58.37,14.41,74.83,6,2359.86
Solapur,Maharashtra,6,8175,2253,21.97,9.23,8.94,927.32,59.36,1815.4,17.69494,75.857116,79.8,25.39,66.96,5,907.82
Solapur,Maharashtra,2,2455,1389,23.09,6.07,22.88,186.68,59.39,418.93,17.662981,75.939411,60.89,12.03,65.53,4,968.43
Solapur,Maharashtra,13,7795,782,21.85,16.15,10.1,110.77,63.37,867.77,17.676225,75.938819,61.4,48.09,47.96,7,1510.19
Solapur,Maharashtra,43,3212,1235,3.29,11.79,29.61,532.06,57.58,1985.95,17.609446,75.935475,55.57,40.04,58.61,5,745.51
Solapur,Maharashtra,43,6203,2595,20.22,5.54,13.05,1192.81,51.16,1009.91,17.72512,75.934508,86.28,38.15,73.64,5,1712.74
Solapur,Maharashtra,48,8063,455,11.76,5.73,14.7,275.87,54.59,717.77,17.717676,75.898025,87.49,36.06,86.23,1,468.5
Solapur,Maharashtra,11,10965,1370,22.16,16.1,34.26,833.36,59.83,1729.67,17.627803,75.867743,61.48,24.05,80.82,4,366.3
Solapur,Maharashtra,51,7131,2258,16.85,0.74,20.62,274.2,53.59,612.38,17.695149,75.897749,84.58,46.55,55.02,2,1339.52
Solapur,Maharashtra,47,11133,2548,21.26,6.15,27.78,891.76,54.21,2254.78,17.722747,75.89946,72.34,8.28,61.7,2,1386.53
Solapur,Maharashtra,23,11489,1983,13.74,10.2,17.89,646.0,62.31,398.16,17.696128,75.898993,64.58,41.15,44.15,3,363.17
Solapur,Maharashtra,16,2894,423,14.54,3.09,14.03,841.57,58.76,1810.39,17.64656,75.903877,79.86,14.69,45.11,4,2318.32
Solapur,Maharashtra,31,10961,2348,5.75,2.11,26.14,307.22,57.63,1323.94,17.698417,75.875766,62.14,19.58,63.51,1,1427.09
Solapur,Maharashtra,11,6232,1267,20.14,14.77,8.73,915.1,54.78,2194.33,17.631569,75.886624,85.28,28.37,66.51,3,464.36
Solapur,Maharashtra,16,5214,1154,11.94,16.15,16.8,1195.09,60.96,446.56,17.647738,75.893419,56.9,40.22,53.2,3,830.09
Solapur,Maharashtra,8,2029,939,13.75,14.91,10.73,825.53,54.32,1743.05,17.63601,75.863112,93.37,42.73,72.14,2,1944.53
Solapur,Maharashtra,4,4458,2538,20.16,16.23,28.74,632.7,61.06,1494.33,17.683539,75.895536,57.88,31.27,75.17,5,1312.97
Solapur,Maharashtra,40,9404,1902,15.97,10.18,37.94,1113.95,51.05,1278.21,17.616234,75.931047,78.18,23.14,54.96,1,548.98
Solapur,Maharashtra,4,5091,741,7.02,14.71,39.83,97.75,62.97,1304.81,17.739997,75.932806,91.09,47.59,77.92,4,354.5
Solapur,Maharashtra,25,11839,2244,15.78,7.22,19.66,897.51,57.49,1846.65,17.650027,75.891156,55.48,16.09,50.28,3,1102.17
Solapur,Maharashtra,3,8395,2138,11.67,12.16,12.34,1075.4,56.58,2353.69,17.632846,75.901881,74.94,41.14,67.21,1,889.31
Solapur,Maharashtra,32,10631,2129,13.06,17.8,19.38,149.08,59.17,364.44,17.674482,75.853365,69.0,32.54,80.21,2,1615.49
Solapur,Maharashtra,3,2025,2490,3.14,4.45,34.35,584.07,59.36,195.83,17.64155,75.917443,78.21,21.96,66.85,3,2229.56
Solapur,Maharashtra,27,7977,832,7.23,7.32,10.62,309.29,51.98,2043.41,17.680236,75.890461,64.02,5.06,85.4,3,684.83
Solapur,Maharashtra,29,1501,2574,8.82,8.9,38.23,714.5,61.34,404.2,17.652276,75.894548,57.6,25.1,42.93,6,2069.93
Solapur,Maharashtra,32,1874,1636,18.54,2.92,15.65,807.49,54.14,2468.74,17.61981,75.937367,80.04,17.45,69.42,2,2218.65
Solapur,Maharashtra,50,6148,1248,2.76,1.92,39.47,418.94,63.57,1605.47,17.639884,75.896183,71.67,9.7,68.09,6,2176.57
Solapur,Maharashtra,51,3865,2319,11.7,15.02,34.03,595.18,62.27,1679.54,17.665766,75.852119,79.9,8.38,73.02,2,2290.74
Solapur,Maharashtra,19,3025,759,23.29,17.59,32.92,392.86,55.19,617.4,17.604544,75.872749,63.42,20.64,81.67,2,2040.01
Solapur,Maharashtra,21,3146,850,5.02,7.58,14.76,493.72,62.12,714.73,17.715596,75.897562,68.55,32.66,76.29,6,1473.15
Solapur,Maharashtra,5,1513,692,14.12,2.03,3.32,258.68,55.35,1699.47,17.693274,75.89244,77.47,42.69,79.51,7,1054.45
Solapur,Maharashtra,18,6099,2087,20.2,1.65,17.14,1071.83,51.51,2287.86,17.690204,75.936037,78.72,13.26,54.44,1,1241.05
Solapur,Maharashtra,28,3778,1144,23.71,16.1,14.17,91.21,64.43,2458.62,17.681907,75.904214,69.89,24.11,59.37,1,2109.56
Solapur,Maharashtra,42,4655,2557,19.3,8.62,4.38,1068.3,59.79,615.37,17.688547,75.918964,66.2,22.64,71.34,7,807.19
Solapur,Maharashtra,22,9821,1438,18.71,6.1,21.7,720.28,56.84,465.18,17.740198,75.896932,65.95,28.1,67.67,1,483.12
Solapur,Maharashtra,21,5314,945,21.1,8.84,17.91,451.46,55.97,282.54,17.601285,75.893966,61.99,41.43,88.06,5,441.07
Solapur,Maharashtra,6,4716,2566,12.54,6.07,26.48,889.82,54.87,2190.5,17.60717,75.894629,68.02,29.91,49.34,3,2005.55
Solapur,Maharashtra,1,11732,2754,20.63,9.06,25.98,648.68,64.72,842.58,17.628724,75.891092,62.98,43.1,57.56,1,1856.19
Solapur,Maharashtra,5,9719,1766,2.68,15.54,7.47,639.0,52.02,154.26,17.625095,75.903858,80.35,28.33,68.64,5,1254.63
Solapur,Maharashtra,41,3613,1677,23.3,10.87,39.15,203.36,54.72,675.97,17.627179,75.875044,77.76,32.17,83.4,3,746.71
Solapur,Maharashtra,12,10944,441,12.47,12.66,9.92,516.26,57.28,950.04,17.700792,75.939106,70.3,24.68,86.47,1,1664.96
Solapur,Maharashtra,26,5856,800,14.95,6.88,19.48,349.99,57.17,2478.82,17.668922,75.883309,68.03,42.04,56.8,2,207.63
Solapur,Maharashtra,46,11738,1139,8.23,13.42,21.06,97.58,57.07,1380.32,17.748767,75.864752,64.5,46.57,43.36,7,1415.56
Solapur,Maharashtra,34,7043,1982,19.21,12.17,33.08,483.31,52.64,631.08,17.634033,75.859655,76.42,33.76,61.08,4,1028.41
Solapur,Maharashtra,49,6055,1865,4.22,2.59,6.67,180.6,52.17,936.82,17.646625,75.851342,91.76,41.94,59.72,1,2349.52
Solapur,Maharashtra,14,8562,2346,22.13,10.52,18.86,367.65,53.82,926.22,17.747636,75.892286,82.43,7.66,89.32,4,1277.24
Solapur,Maharashtra,26,4874,1830,21.13,4.99,26.25,183.62,63.72,196.36,17.724764,75.868761,84.78,45.78,61.55,1,1379.17
Solapur,Maharashtra,45,7930,895,7.36,14.57,10.96,193.05,51.7,467.68,17.67047,75.852165,88.38,13.5,55.29,2,1744.19
Solapur,Maharashtra,27,4966,2204,20.71,7.95,26.22,302.89,61.36,1783.71,17.68319,75.902002,69.07,16.54,58.27,7,1224.75
Solapur,Maharashtra,9,4581,580,20.19,17.91,37.18,1199.83,61.36,432.59,17.726477,75.917998,57.52,7.4,59.85,7,632.02
Solapur,Maharashtra,26,2129,723,16.72,2.12,39.91,82.45,62.15,692.23,17.672147,75.858575,79.9,48.44,81.08,4,1344.99
Solapur,Maharashtra,47,1769,569,10.9,14.16,4.2,795.31,63.3,974.23,17.630904,75.896092,62.55,43.34,44.05,5,2272.93
